BÖLGE;TTT;BRİCK;İLAÇ GRUBU;İLAÇ; TOPLAM ;TOPLAM PPI %; 1.HAFTA ;1.H PPI %; 2.HAFTA ;2.H PPI %; 3.HAFTA ;3.H PPI %; 4.HAFTA ;4.H PPI %; 5.HAFTA ;5.H PPI %; 6.HAFTA ;6.H PPI %; 7.HAFTA ;7.H PPI %; 8.HAFTA ;8.H PPI %; 9.HAFTA ;9.H PPI %
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;ACIDPASS PAZARI;TALCID; 706 ;27,56%; 21 ;17,07%; 47 ;24,87%; 49 ;6,32%; 5 ;3,55%; 87 ;16,89%; 42 ;26,09%; 8 ;4,88%; 447 ;90,49%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;ACIDPASS PAZARI;RENNIE; 420 ;16,39%; 15 ;12,20%; 26 ;13,76%; 76 ;9,81%; 89 ;63,12%; 63 ;12,23%; 28 ;17,39%; 102 ;62,20%; 21 ;4,25%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;ACIDPASS PAZARI;DIGER ACIDPASS; 30 ;1,17%; -   ;0,00%; 5 ;2,65%; 4 ;0,52%; 7 ;4,96%; 2 ;0,39%; 2 ;1,24%; 6 ;3,66%; 4 ;0,81%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;ACIDPASS PAZARI;FAMODİN PLUS; 24 ;0,94%; 11 ;8,94%; -   ;0,00%; -   ;0,00%; 11 ;7,80%; 2 ;0,39%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 2.562 ;100,00%; 123 ;100,00%; 189 ;100,00%; 775 ;100,00%; 141 ;100,00%; 515 ;100,00%; 161 ;100,00%; 164 ;100,00%; 494 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 191 ;57,19%; 38 ;65,52%; 30 ;78,95%; -   ;0,00%; 32 ;57,14%; 1 ;20,00%; 6 ;23,08%; 58 ;84,06%; 26 ;40,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;MOKSİFLOKSASİN PAZARI;AVELOX; 125 ;37,43%; 20 ;34,48%; 5 ;13,16%; 17 ;100,00%; 24 ;42,86%; 2 ;40,00%; 12 ;46,15%; 11 ;15,94%; 34 ;52,31%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;MOKSİFLOKSASİN PAZARI;MOXAI; 13 ;3,89%; -   ;0,00%; 3 ;7,89%; -   ;0,00%; -   ;0,00%; 2 ;40,00%; 8 ;30,77%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 5 ;1,50%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 5 ;7,69%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 334 ;100,00%; 58 ;100,00%; 38 ;100,00%; 17 ;100,00%; 56 ;100,00%; 5 ;100,00%; 26 ;100,00%; 69 ;100,00%; 65 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;A FERİN; 965 ;18,87%; 85 ;19,50%; 22 ;7,07%; 55 ;17,46%; 211 ;28,63%; 134 ;16,75%; 134 ;27,92%; 104 ;9,53%; 220 ;23,28%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;GRİPORT COLD; 153 ;41,92%; 18 ;4,13%; 77 ;24,76%; -   ;0,00%; 45 ;6,11%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 13 ;1,38%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;KATARIN; 666 ;13,02%; 21 ;4,82%; 30 ;9,65%; 20 ;6,35%; 31 ;4,21%; 61 ;7,63%; 72 ;15,00%; 417 ;38,22%; 14 ;1,48%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 365 ;7,14%; 195 ;44,72%; -   ;0,00%; -   ;0,00%; 20 ;2,71%; 55 ;6,88%; 20 ;4,17%; 10 ;0,92%; 65 ;6,88%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP; 931 ;18,20%; 47 ;10,78%; 31 ;9,97%; 81 ;25,71%; 87 ;11,80%; 355 ;44,38%; 83 ;17,29%; 137 ;12,56%; 110 ;11,64%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 1.797 ;35,13%; 50 ;11,47%; 88 ;28,30%; 159 ;50,48%; 305 ;41,38%; 165 ;20,63%; 105 ;21,88%; 423 ;38,77%; 502 ;53,12%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 238 ;4,65%; 20 ;4,59%; 63 ;20,26%; -   ;0,00%; 38 ;5,16%; 30 ;3,75%; 66 ;13,75%; -   ;0,00%; 21 ;2,22%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 5.115 ;100,00%; 436 ;100,00%; 311 ;100,00%; 315 ;100,00%; 737 ;100,00%; 800 ;100,00%; 480 ;100,00%; 1.091 ;100,00%; 945 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;FAMTREC PAZARI;FAMTREC; 58 ;21,48%; 1 ;7,14%; 12 ;28,57%; 38 ;57,58%; 3 ;4,92%; -   ;0,00%; 2 ;9,52%; -   ;0,00%; 2 ;6,67%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;FAMTREC PAZARI;BRUFEN; 179 ;66,30%; 5 ;35,71%; 22 ;52,38%; 28 ;42,42%; 57 ;93,44%; 12 ;150,00%; 11 ;52,38%; 18 ;64,29%; 26 ;86,67%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;FAMTREC PAZARI;DİĞER FAMOTİDİN; 33 ;12,22%; 8 ;57,14%; 8 ;19,05%; -   ;0,00%; 1 ;1,64%;-4 ;-50,00%; 8 ;38,10%; 10 ;35,71%; 2 ;6,67%;;
SAMSUN;MURAT KANDIS;RIZE BATI ILCELER;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 270 ;100,00%; 14 ;100,00%; 42 ;100,00%; 66 ;100,00%; 61 ;100,00%; 8 ;100,00%; 21 ;100,00%; 28 ;100,00%; 30 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;PANTAPROZOL PAZARI;PANOCER TOPLAM; 1.711 ;28,07%; -   ;0,00%; 88 ;25,66%; -   ;0,00%; 300 ;35,50%; 968 ;50,26%; 42 ;9,07%; 313 ;40,54%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;PANTAPROZOL PAZARI;PANTO; 1.845 ;30,27%; 106 ;16,56%; 185 ;53,94%; 139 ;22,86%; 478 ;56,57%; 157 ;8,15%; 244 ;52,70%; 214 ;27,72%; 322 ;64,53%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;PANTAPROZOL PAZARI;PANTACTIVE; 84 ;1,38%; 18 ;2,81%; -   ;0,00%; 6 ;0,99%; 12 ;1,42%; 6 ;0,31%; -   ;0,00%; 30 ;3,89%; 12 ;2,40%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 1.110 ;18,21%; 138 ;21,56%; 59 ;17,20%; 157 ;25,82%; 44 ;5,21%; 313 ;16,25%; 87 ;18,79%; 181 ;23,45%; 131 ;26,25%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;PANTAPROZOL PAZARI;PULCET; 1.346 ;22,08%; 378 ;59,06%; 11 ;3,21%; 306 ;50,33%; 11 ;1,30%; 482 ;25,03%; 90 ;19,44%; 34 ;4,40%; 34 ;6,81%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 6.096 ;100,00%; 640 ;100,00%; 343 ;100,00%; 608 ;100,00%; 845 ;100,00%; 1.926 ;100,00%; 463 ;100,00%; 772 ;100,00%; 499 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI;ACIDPASS TOPLAM; 841 ;38,72%; 69 ;59,48%; 111 ;96,52%; 34 ;28,57%; 83 ;70,34%; 68 ;35,98%; 65 ;22,57%; 44 ;6,98%; 367 ;61,47%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI;TRIGAST; 171 ;7,87%; 44 ;37,93%; 1 ;0,87%; -   ;0,00%; 5 ;4,24%; 26 ;13,76%; 46 ;15,97%; 49 ;7,78%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI;TALCID; 388 ;17,86%; -   ;0,00%; -   ;0,00%; 52 ;43,70%; 21 ;17,80%; 26 ;13,76%; 51 ;17,71%; 63 ;10,00%; 175 ;29,31%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI;RENNIE; 736 ;33,89%; -   ;0,00%; -   ;0,00%; 31 ;26,05%; 5 ;4,24%; 65 ;34,39%; 120 ;41,67%; 463 ;73,49%; 52 ;8,71%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI;DIGER ACIDPASS; 36 ;1,66%; 3 ;2,59%; 3 ;2,61%; 2 ;1,68%; 4 ;3,39%; 4 ;2,12%; 6 ;2,08%; 11 ;1,75%; 3 ;0,50%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI;FAMODİN PLUS; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 2.172 ;100,00%; 116 ;100,00%; 115 ;100,00%; 119 ;100,00%; 118 ;100,00%; 189 ;100,00%; 288 ;100,00%; 630 ;100,00%; 597 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 235 ;51,20%; -   ;0,00%; 56 ;60,87%; 19 ;50,00%; 6 ;17,14%; 96 ;82,76%; -   ;0,00%; 58 ;61,05%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;MOKSİFLOKSASİN PAZARI;AVELOX; 215 ;46,84%; 18 ;100,00%; 36 ;39,13%; 19 ;50,00%; 29 ;82,86%; 12 ;10,34%; 28 ;100,00%; 36 ;37,89%; 37 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;MOKSİFLOKSASİN PAZARI;MOXAI; 9 ;1,96%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 8 ;6,90%; -   ;0,00%; 1 ;1,05%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 459 ;100,00%; 18 ;100,00%; 92 ;100,00%; 38 ;100,00%; 35 ;100,00%; 116 ;100,00%; 28 ;100,00%; 95 ;100,00%; 37 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;A FERİN; 338 ;9,24%; 23 ;13,61%; 12 ;2,46%; 49 ;34,27%; 49 ;9,12%; 60 ;15,19%; 22 ;7,33%; 46 ;7,59%; 77 ;7,53%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;GRİPORT COLD; 11 ;10,48%; -   ;0,00%; 11 ;2,26%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;KATARIN; 576 ;15,74%; 31 ;18,34%; 35 ;7,19%; 33 ;23,08%; 13 ;2,42%; 26 ;6,58%; 65 ;21,67%; 169 ;27,89%; 204 ;19,96%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 105 ;2,87%; -   ;0,00%; 55 ;11,29%; -   ;0,00%; 15 ;2,79%; -   ;0,00%; 5 ;1,67%; 10 ;1,65%; 20 ;1,96%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP; 789 ;21,56%; 15 ;8,88%; 164 ;33,68%; 11 ;7,69%; 150 ;27,93%; 68 ;17,22%; 48 ;16,00%; 182 ;30,03%; 151 ;14,77%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 1.497 ;40,91%; 75 ;44,38%; 190 ;39,01%; 30 ;20,98%; 295 ;54,93%; 131 ;33,16%; 137 ;45,67%; 129 ;21,29%; 510 ;49,90%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 343 ;9,37%; 25 ;14,79%; 20 ;4,11%; 20 ;13,99%; 15 ;2,79%; 110 ;27,85%; 23 ;7,67%; 70 ;11,55%; 60 ;5,87%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 3.659 ;100,00%; 169 ;100,00%; 487 ;100,00%; 143 ;100,00%; 537 ;100,00%; 395 ;100,00%; 300 ;100,00%; 606 ;100,00%; 1.022 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;FAMTREC PAZARI;FAMTREC; 49 ;17,69%; 21 ;42,00%; -   ;0,00%; 6 ;9,23%; 6 ;17,14%; 12 ;41,38%; 1 ;14,29%; 2 ;8,33%; 1 ;3,23%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;FAMTREC PAZARI;BRUFEN; 228 ;82,31%; 29 ;58,00%; 36 ;100,00%; 59 ;90,77%; 29 ;82,86%; 17 ;58,62%; 6 ;85,71%; 22 ;91,67%; 30 ;96,77%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;FAMTREC PAZARI;DİĞER FAMOTİDİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE DOGU ILCELER;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 277 ;100,00%; 50 ;100,00%; 36 ;100,00%; 65 ;100,00%; 35 ;100,00%; 29 ;100,00%; 7 ;100,00%; 24 ;100,00%; 31 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;PANTAPROZOL PAZARI;PANOCER TOPLAM; 896 ;13,00%; 244 ;22,91%;-225 ;-105,63%; 101 ;12,85%; 84 ;11,54%; 376 ;21,63%; 261 ;28,16%; 55 ;9,45%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;PANTAPROZOL PAZARI;PANTO; 2.011 ;29,18%; 185 ;17,37%; 180 ;84,51%; 205 ;26,08%; 375 ;51,51%; 199 ;11,45%; 326 ;35,17%; 214 ;36,77%; 327 ;38,38%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;PANTAPROZOL PAZARI;PANTACTIVE; 237 ;3,44%; 6 ;0,56%; 6 ;2,82%; 12 ;1,53%; 65 ;8,93%; 44 ;2,53%; 52 ;5,61%; 12 ;2,06%; 40 ;4,69%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 2.271 ;32,96%; 294 ;27,61%; 188 ;88,26%; 252 ;32,06%; 125 ;17,17%; 817 ;47,01%; 241 ;26,00%; 223 ;38,32%; 131 ;15,38%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;PANTAPROZOL PAZARI;PULCET; 1.476 ;21,42%; 336 ;31,55%; 64 ;30,05%; 216 ;27,48%; 79 ;10,85%; 302 ;17,38%; 47 ;5,07%; 78 ;13,40%; 354 ;41,55%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 6.891 ;100,00%; 1.065 ;100,00%; 213 ;100,00%; 786 ;100,00%; 728 ;100,00%; 1.738 ;100,00%; 927 ;100,00%; 582 ;100,00%; 852 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI;ACIDPASS TOPLAM; 1.556 ;40,30%; 164 ;42,49%; 298 ;58,89%; 115 ;18,14%; 50 ;29,24%; 361 ;42,82%; 179 ;53,12%; 320 ;44,88%; 69 ;25,46%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI;TRIGAST; 807 ;20,90%; 84 ;21,76%; 65 ;12,85%; 22 ;3,47%; 44 ;25,73%; 350 ;41,52%; 64 ;18,99%; 99 ;13,88%; 79 ;29,15%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI;TALCID; 417 ;10,80%; 46 ;11,92%; 24 ;4,74%; 81 ;12,78%; 7 ;4,09%; 45 ;5,34%; 45 ;13,35%; 127 ;17,81%; 42 ;15,50%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI;RENNIE; 1.006 ;26,06%; 73 ;18,91%; 114 ;22,53%; 407 ;64,20%; 68 ;39,77%; 78 ;9,25%; 37 ;10,98%; 156 ;21,88%; 73 ;26,94%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI;DIGER ACIDPASS; 28 ;0,73%; 3 ;0,78%; 4 ;0,79%; 2 ;0,32%; 2 ;1,17%; 2 ;0,24%; 8 ;2,37%; 5 ;0,70%; 2 ;0,74%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI;FAMODİN PLUS; 47 ;1,22%; 16 ;4,15%; 1 ;0,20%; 7 ;1,10%; -   ;0,00%; 7 ;0,83%; 4 ;1,19%; 6 ;0,84%; 6 ;2,21%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 3.861 ;100,00%; 386 ;100,00%; 506 ;100,00%; 634 ;100,00%; 171 ;100,00%; 843 ;100,00%; 337 ;100,00%; 713 ;100,00%; 271 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 688 ;64,30%; 51 ;45,54%; 60 ;73,17%; 12 ;35,29%; 186 ;80,87%; 96 ;49,48%; 64 ;68,82%; 84 ;65,63%; 135 ;68,53%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;MOKSİFLOKSASİN PAZARI;AVELOX; 232 ;21,68%; 38 ;33,93%; 21 ;25,61%; 13 ;38,24%; 39 ;16,96%; 26 ;13,40%; 29 ;31,18%; 26 ;20,31%; 40 ;20,30%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;MOKSİFLOKSASİN PAZARI;MOXAI; 150 ;14,02%; 23 ;20,54%; 1 ;1,22%; 9 ;26,47%; 5 ;2,17%; 72 ;37,11%; -   ;0,00%; 18 ;14,06%; 22 ;11,17%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 1.070 ;100,00%; 112 ;100,00%; 82 ;100,00%; 34 ;100,00%; 230 ;100,00%; 194 ;100,00%; 93 ;100,00%; 128 ;100,00%; 197 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;A FERİN; 3.296 ;36,10%; 39 ;11,02%; 14 ;3,20%; 77 ;23,33%; 71 ;8,23%; 115 ;14,69%; 2.801 ;77,23%; 51 ;3,68%; 128 ;9,48%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;GRİPORT COLD; 20 ;7,09%; -   ;0,00%; 5 ;1,14%; 14 ;4,24%; -   ;0,00%; 1 ;0,13%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;KATARIN; 1.449 ;15,87%; 65 ;18,36%; 119 ;27,17%; 121 ;36,67%; 87 ;10,08%; 185 ;23,63%; 136 ;3,75%; 498 ;35,96%; 238 ;17,63%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 282 ;3,09%; 11 ;3,11%; 112 ;25,57%; 7 ;2,12%; 61 ;7,07%; 7 ;0,89%; 10 ;0,28%; 29 ;2,09%; 45 ;3,33%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;OTHER COLD PREP; 904 ;9,90%; 63 ;17,80%; 46 ;10,50%; 58 ;17,58%; 158 ;18,31%; 121 ;15,45%; 142 ;3,92%; 131 ;9,46%; 185 ;13,70%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 2.813 ;30,81%; 151 ;42,66%; 99 ;22,60%; 43 ;13,03%; 473 ;54,81%; 291 ;37,16%; 470 ;12,96%; 591 ;42,67%; 695 ;51,48%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 366 ;4,01%; 25 ;7,06%; 43 ;9,82%; 10 ;3,03%; 13 ;1,51%; 63 ;8,05%; 68 ;1,87%; 85 ;6,14%; 59 ;4,37%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 9.130 ;100,00%; 354 ;100,00%; 438 ;100,00%; 330 ;100,00%; 863 ;100,00%; 783 ;100,00%; 3.627 ;100,00%; 1.385 ;100,00%; 1.350 ;100,00%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;FAMTREC PAZARI;FAMTREC; 76 ;11,67%; 9 ;8,74%; 19 ;35,19%; 7 ;10,00%; 21 ;11,41%; -   ;0,00%; 9 ;9,47%; -   ;0,00%; 11 ;20,37%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;FAMTREC PAZARI;BRUFEN; 463 ;71,12%; 50 ;48,54%; 28 ;51,85%; 56 ;80,00%; 157 ;85,33%; 54 ;100,00%; 60 ;63,16%; 35 ;94,59%; 23 ;42,59%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;FAMTREC PAZARI;DİĞER FAMOTİDİN; 112 ;17,20%; 44 ;42,72%; 7 ;12,96%; 7 ;10,00%; 6 ;3,26%; -   ;0,00%; 26 ;27,37%; 2 ;5,41%; 20 ;37,04%;;
SAMSUN;MURAT KANDIS;RIZE MERKEZ;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 651 ;100,00%; 103 ;100,00%; 54 ;100,00%; 70 ;100,00%; 184 ;100,00%; 54 ;100,00%; 95 ;100,00%; 37 ;100,00%; 54 ;100,00%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;PANTAPROZOL PAZARI;PANOCER TOPLAM; 237 ;11,32%; 28 ;15,47%; 13 ;6,63%; 8 ;2,60%; 6 ;1,64%; 9 ;2,31%; 91 ;37,60%; 1 ;0,51%; 81 ;37,33%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;PANTAPROZOL PAZARI;PANTO; 990 ;47,28%; 55 ;30,39%; 106 ;54,08%; 105 ;34,09%; 263 ;72,05%; 133 ;34,19%; 119 ;49,17%; 134 ;68,37%; 75 ;34,56%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;PANTAPROZOL PAZARI;PANTACTIVE; 134 ;6,40%; 6 ;3,31%; 4 ;2,04%; 12 ;3,90%; 58 ;15,89%; -   ;0,00%; -   ;0,00%; 40 ;20,41%; 14 ;6,45%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 391 ;18,67%; 82 ;45,30%; 73 ;37,24%; 96 ;31,17%; 20 ;5,48%; 29 ;7,46%; 28 ;11,57%; 21 ;10,71%; 42 ;19,35%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;PANTAPROZOL PAZARI;PULCET; 342 ;16,33%; 10 ;5,52%; -   ;0,00%; 87 ;28,25%; 18 ;4,93%; 218 ;56,04%; 4 ;1,65%; -   ;0,00%; 5 ;2,30%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 2.094 ;100,00%; 181 ;100,00%; 196 ;100,00%; 308 ;100,00%; 365 ;100,00%; 389 ;100,00%; 242 ;100,00%; 196 ;100,00%; 217 ;100,00%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;ACIDPASS PAZARI;ACIDPASS TOPLAM; 176 ;10,41%; 19 ;15,70%; 7 ;6,36%; 19 ;8,30%; 23 ;8,13%; 40 ;30,77%; 31 ;11,74%; 14 ;3,84%; 23 ;12,17%;;
SAMSUN;ENIS TOK;SAMSUN ADALET;ACIDPASS PAZARI;TRIGAST; 97 ;5,74%; 5 ;4,13%; 30 ;27,27%; 3 ;1,31%; 4 ;1,41%; 15 ;11,54%; 15 ;5,68%; 13 ;3,56%; 12 ;6,35%;;
